Book Title,ISBN,Book Image,Google Play,Google Play URL,Barnes and Noble,Barnes and Noble URL,Indie Bound,Indie Bound URL
Solar Storms,9780684825397,https://dj6cnfthgyqas.cloudfront.net/0684825392-original.jpg,$16.99,https://play.google.com/store/books/details/Linda_Hogan_Solar_Storms?id=UUJ-Xu2GGqsC,$12.75,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780684825397,$17.00,http://www.indiebound.org/book/9780684825397?aff=rifflebooks
"Agatha Raisin and the Witch of Wyckhadden (Agatha Raisin, #9)",9780312973698,https://dj6cnfthgyqas.cloudfront.net/0312973691-original.jpg,$14.95,https://play.google.com/store/audiobooks/details/M_C_Beaton_Agatha_Raisin_and_the_Witch_of_Wyckhadd?id=AQAAAAC5QGtAwM,$7.99,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780312973698,,
The Judge (Paul Madriani #4),9780515122152,https://dj6cnfthgyqas.cloudfront.net/0515122157-original.jpg,$19.95,https://play.google.com/store/audiobooks/details/Steve_Martini_The_Attorney?id=AQAAAABBsjmyaM,$6.99,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780515122152,,
The Discipline of Grace: God's Role and Our Role in the Pursuit of Holiness,9781576839898,https://dj6cnfthgyqas.cloudfront.net/1576839893-original.jpg,$9.99,https://play.google.com/store/books/details/Jerry_Bridges_The_Discipline_of_Grace?id=qNI_DwAAQBAJ,$13.97,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781576839898,$15.99,http://www.indiebound.org/book/9781576839898?aff=rifflebooks
Byron: The Flawed Angel,9780395693797,https://dj6cnfthgyqas.cloudfront.net/0395693799-original.jpg,$5.30,https://play.google.com/store/books/details/Lazlo_Ferran_The_Synchronicity_Code?id=yIbZCgAAQBAJ,$28.14,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780395693797,,
The Monkey's Bridge: Mysteries of Evolution in Central America,9781595340405,https://dj6cnfthgyqas.cloudfront.net/1595340408-original.jpg,,,$18.95,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781595340405,$18.95,http://www.indiebound.org/book/9781595340405?aff=rifflebooks
American Politics in the Early Republic: The New Nation in Crisis,9780300065190,https://dj6cnfthgyqas.cloudfront.net/0300065191-original.jpg,$14.55,https://play.google.com/store/books/details/Matthew_Mason_Slavery_and_Politics_in_the_Early_Am?id=WNXJRtVrk2AC,,,$29.00,http://www.indiebound.org/book/9780300065190?aff=rifflebooks
Liefdesverhalen,9789045000329,,,,,,,
Servant of the Bones,9780963192561,https://dj6cnfthgyqas.cloudfront.net/0963192566-original.jpg,$8.99,https://play.google.com/store/books/details/Anne_Rice_Servant_of_the_Bones?id=afYQRCo71H8C,,,,
The Power of Now: A Guide to Spiritual Enlightenment,9781577314806,https://dj6cnfthgyqas.cloudfront.net/1577314808-original.jpg,$11.33,https://play.google.com/store/books/details/Eckhart_Tolle_The_Power_of_Now?id=sQYqRCIhFAMC,$10.32,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781577314806,$16.00,http://www.indiebound.org/book/9781577314806?aff=rifflebooks
Cupid and Psyche,9780688131630,https://dj6cnfthgyqas.cloudfront.net/0688131638-original.jpg,$11.99,https://play.google.com/store/books/details/C_S_Lewis_Till_We_Have_Faces?id=Nbj9CwAAQBAJ,$15.91,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780688131630,$17.99,http://www.indiebound.org/book/9780688131630?aff=rifflebooks
East of the Mountains,9781400032655,https://dj6cnfthgyqas.cloudfront.net/1400032652-original.jpg,$9.99,https://play.google.com/store/books/details/David_Guterson_East_of_the_Mountains?id=vFIzN5jRdUwC,$13.68,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781400032655,$15.95,http://www.indiebound.org/book/9781400032655?aff=rifflebooks
Schneevogel,9783404138890,https://dj6cnfthgyqas.cloudfront.net/3404138899-original.jpg,Free,https://play.google.com/store/books/details/Paul_Schneevogel_Epistolae_breves_magistri_Pauli_N?id=IrpSAAAAcAAJ,,,,
Enigma,9781563891922,https://dj6cnfthgyqas.cloudfront.net/1563891921-original.jpg,$10.99,https://play.google.com/store/books/details/Andrew_Hodges_Alan_Turing_The_Enigma?id=EpAl0piM38cC,$14.09,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781563891922,,
"Î¤Î¯Î¼Î± ÏÎ¿Î½ ÏÎ±ÏÎ­ÏÎ± ÏÎ¿Ï (Î§Î±Î¼Î·Î»Î­Ï ÏÏÎ®ÏÎµÎ¹Ï, #3)","
                  9603292621",,,,,,,
"The Last Camel Died at Noon (Amelia Peabody, #6)",9780446514835,https://dj6cnfthgyqas.cloudfront.net/0446514837-original.jpg,$16.95,https://play.google.com/store/audiobooks/details/Elizabeth_Peters_The_Last_Camel_Died_at_Noon?id=AQAAAAAVBD8EOM,$17.62,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780446514835,,
The Isles: A History,9780195148312,https://dj6cnfthgyqas.cloudfront.net/0195148312-original.jpg,$31.86,https://play.google.com/store/books/details/Jeremy_Black_A_History_of_the_British_Isles?id=LDwuDQAAQBAJ,,,$24.95,http://www.indiebound.org/book/9780195148312?aff=rifflebooks
"ÐÐ¾Ð²Ð¾ÑÐ¸ÑÐ¸,Ð¼Ð¾Ð²ÑÐ°ÑÐ¸ Ñ Ð³Ð¾Ð²Ð¾ÑÐ¸ÑÐ¸ Ð·Ð½Ð¾Ð²Ñ",-1,,,https://play.google.com,,,,
Autumn Equinox,9781557287076,https://dj6cnfthgyqas.cloudfront.net/1557287074-original.jpg,$9.99,https://play.google.com/store/books/details/Diana_Rajchel_Mabon?id=JYzmCQAAQBAJ,$16.95,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781557287076,$16.95,http://www.indiebound.org/book/9781557287076?aff=rifflebooks
Hokkaido Highway Blues. Hitchhiking Japan,9781841952888,https://dj6cnfthgyqas.cloudfront.net/1841952885-original.jpg,$13.99,https://play.google.com/store/books/details/Will_Ferguson_Hitching_Rides_with_Buddha?id=n-qejD3aJEMC,$14.00,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781841952888,$14.00,http://www.indiebound.org/book/9781841952888?aff=rifflebooks
My Twentieth Century: Poems,9780914061762,https://dj6cnfthgyqas.cloudfront.net/0914061763-original.jpg,$3.37,https://play.google.com/store/books/details/Edna_St_Vincent_Millay_Early_Poems?id=7ljCAgAAQBAJ,$13.95,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780914061762,,
"Spy Sinker (Bernard Samson, #6)",9780517080610,https://dj6cnfthgyqas.cloudfront.net/0517080613-original.jpg,$26.95,https://play.google.com/store/audiobooks/details/Len_Deighton_Spy_Sinker?id=AQAAAIDGEw2T2M,$4.99,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780517080610,,
The Edna Webster Collection of Undiscovered Writing,9780395974698,https://dj6cnfthgyqas.cloudfront.net/0395974690-original.jpg,,,$9.26,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780395974698,$12.95,http://www.indiebound.org/book/9780395974698?aff=rifflebooks
"Jack & Jill (Alex Cross, #3)",9780446692656,https://dj6cnfthgyqas.cloudfront.net/0446692654-original.jpg,,,$14.15,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780446692656,$16.00,http://www.indiebound.org/book/9780446692656?aff=rifflebooks
"The Twisted Root (William Monk, #10)",9780804119368,https://dj6cnfthgyqas.cloudfront.net/0804119368-original.jpg,$13.99,https://play.google.com/store/books/details/Anne_Perry_The_Face_of_a_Stranger?id=Pl4Ort63STEC,$7.99,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780804119368,$7.99,http://www.indiebound.org/book/9780804119368?aff=rifflebooks
"The Man from Shadow Ridge (Saga of the Sierras, #1)",9781556610981,https://dj6cnfthgyqas.cloudfront.net/155661098X-original.jpg,,,$8.99,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781556610981,,
The Devil's Candy: The Bonfire of the Vanities Goes to Hollywood,9780385308243,https://dj6cnfthgyqas.cloudfront.net/0385308248-original.jpg,,,$19.00,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780385308243,$19.00,http://www.indiebound.org/book/9780385308243?aff=rifflebooks
"Cast In Stone (Leo Waterman, #2)",9780380727629,https://dj6cnfthgyqas.cloudfront.net/0380727625-original.jpg,,,$7.99,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780380727629,$7.99,http://www.indiebound.org/book/9780380727629?aff=rifflebooks
In Quest of the Sacred Baboon: A Scientist's Journey,9780691048383,https://dj6cnfthgyqas.cloudfront.net/069104838X-original.jpg,$65.66,https://play.google.com/store/books/details/Hans_Kummer_In_Quest_of_the_Sacred_Baboon?id=Fp4rDgAAQBAJ,$29.95,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780691048383,,
A Government of Our Own: The Making of the Confederacy,9780029077351,https://dj6cnfthgyqas.cloudfront.net/0029077354-original.jpg,$22.99,https://play.google.com/store/books/details/William_C_Davis_Government_of_Our_Own?id=5wxWWZboGSYC,$21.24,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780029077351,,
"Foreigner (Foreigner, #1)",9780756402518,https://dj6cnfthgyqas.cloudfront.net/0756402514-original.jpg,,,$9.99,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780756402518,$9.99,http://www.indiebound.org/book/9780756402518?aff=rifflebooks
Eclipse Fever,9781567920369,https://dj6cnfthgyqas.cloudfront.net/1567920365-original.jpg,$14.99,https://play.google.com/store/books/details/Frances_Brody_Death_in_the_Stars?id=VQMtDwAAQBAJ,$15.95,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781567920369,$15.95,http://www.indiebound.org/book/9781567920369?aff=rifflebooks
Landskinderen van CuracÌ§ao : historische verhalen,9789054291251,,,,,,,
"Confessions of a Shopaholic (Shopaholic, #1)",9780440241416,https://dj6cnfthgyqas.cloudfront.net/0440241413-original.jpg,,,$7.99,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780440241416,$7.99,http://www.indiebound.org/book/9780440241416?aff=rifflebooks
Used and Rare: Travels in the Book World,9780312187682,https://dj6cnfthgyqas.cloudfront.net/0312187688-original.jpg,$8.99,https://play.google.com/store/books/details/Lawrence_Goldstone_Used_and_Rare?id=LK7v2dTKlTcC,$12.50,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780312187682,$18.99,http://www.indiebound.org/book/9780312187682?aff=rifflebooks
The Long Discourses of the Buddha: A Translation of the Digha Nikaya,9780861711031,https://dj6cnfthgyqas.cloudfront.net/0861711033-original.jpg,$34.99,https://play.google.com/store/books/details/The_Long_Discourses_of_the_Buddha?id=Y70tt60nE2gC,$38.26,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780861711031,$50.00,http://www.indiebound.org/book/9780861711031?aff=rifflebooks
Where or When,9780156031271,https://dj6cnfthgyqas.cloudfront.net/0156031272-original.jpg,$5.99,https://play.google.com/store/books/details/Philip_Yancey_Where_Is_God_When_It_Hurts?id=KKxbn3jslToC,$10.25,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780156031271,$14.95,http://www.indiebound.org/book/9780156031271?aff=rifflebooks
"The Wine of Angels (Merrily Watkins, #1)",9780330342681,https://dj6cnfthgyqas.cloudfront.net/0330342681-original.jpg,$9.99,https://play.google.com/store/books/details/Phil_Rickman_Merrily_Watkins_collection_1_Midwinte?id=JVrdxuxd7LUC,$8.99,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780330342681,$8.99,http://www.indiebound.org/book/9780330342681?aff=rifflebooks
The Ground Beneath Her Feet,9780312254995,https://dj6cnfthgyqas.cloudfront.net/0312254997-original.jpg,$17.99,https://play.google.com/store/books/details/Salman_Rushdie_The_Ground_Beneath_Her_Feet?id=-rsB0Wsqb8cC,$18.26,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780312254995,$25.00,http://www.indiebound.org/book/9780312254995?aff=rifflebooks
"ÎÎµ ÏÎ¿Î½ ÎºÎ·Î´ÎµÎ¼ÏÎ½Î± ÏÎ¿Ï (Î§Î±Î¼Î·Î»Î­Ï ÏÏÎ®ÏÎµÎ¹Ï, #6)","
                  9603292516",,,,,,,
My Sergei: A Love Story,9780446605335,https://dj6cnfthgyqas.cloudfront.net/0446605336-original.jpg,$16.99,https://play.google.com/store/books/details/Ekaterina_Gordeeva_My_Sergei?id=-_VtM87BABoC,$6.08,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780446605335,,
David Beckham: My Side,9780007157327,https://dj6cnfthgyqas.cloudfront.net/0007157320-original.jpg,$11.99,https://play.google.com/store/books/details/David_Beckham_David_Beckham_My_Side?id=yZlPxUNHbyoC,$0.00,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780007157327,,
Dieu et nous seuls pouvons,9782020308953,https://dj6cnfthgyqas.cloudfront.net/2020308959-original.jpg,$14.49,https://play.google.com/store/books/details/Mathias_Ollivier_l_Ere_deophile?id=V1nVBAAAQBAJ,,,,
ÐÐ¸ÐºÐ½Ð¸Ðº Ð½Ð° Ð»ÑÐ´Ñ,-1,,,https://play.google.com,,,,
Wise Children,9780140175301,https://dj6cnfthgyqas.cloudfront.net/014017530X-original.jpg,$9.99,https://play.google.com/store/books/details/Mark_Matlock_Raising_Wise_Children?id=wX4R39Bge1QC,$9.25,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780140175301,,
Written Lives,-1,,Free,https://play.google.com/store/books/details/Deren_Hansen_Surviving_the_Writing_Life?id=IYR0BgAAQBAJ,,,,
Every Woman Knows a Secret,9780434003075,https://dj6cnfthgyqas.cloudfront.net/0434003077-original.jpg,$8.99,https://play.google.com/store/books/details/Barbara_De_Angelis_Secrets_About_Men_Every_Woman_S?id=DOjIFl0KxzgC,,,,
"Charity (Bernard Samson, #9)",9780061096020,https://dj6cnfthgyqas.cloudfront.net/0061096024-original.jpg,$26.95,https://play.google.com/store/audiobooks/details/Len_Deighton_Charity?id=AQAAAIB6ohsicM,$6.99,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780061096020,,
Once a Hero,9780671878719,https://dj6cnfthgyqas.cloudfront.net/0671878719-original.jpg,$6.91,https://play.google.com/store/books/details/Elizabeth_Moon_Once_a_Hero?id=eqZ0CwAAQBAJ,$7.99,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780671878719,$7.99,http://www.indiebound.org/book/9780671878719?aff=rifflebooks
A Newbery Christmas,9780385304856,https://dj6cnfthgyqas.cloudfront.net/0385304854-original.jpg,$8.99,https://play.google.com/store/books/details/Phyllis_Reynolds_Naylor_A_Shiloh_Christmas?id=-LOZBgAAQBAJ,$18.96,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780385304856,,
The In-Between World of Vikram Lall,9780385659901,https://dj6cnfthgyqas.cloudfront.net/0385659903-original.jpg,$13.99,https://play.google.com/store/books/details/M_G_Vassanji_The_In_Between_World_of_Vikram_Lall?id=_v-QAC5H3-EC,$32.35,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780385659901,,
The Solitaire Mystery: A Novel About Family and Destiny,9780374266516,https://dj6cnfthgyqas.cloudfront.net/0374266514-original.jpg,$8.99,https://play.google.com/store/books/details/Jostein_Gaarder_The_Solitaire_Mystery?id=1PqaxAHL_TcC,$20.35,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780374266516,,
A Still Small Voice: A Practical Guide on Reported Revelations,9780898704365,https://dj6cnfthgyqas.cloudfront.net/0898704367-original.jpg,$9.99,https://play.google.com/store/books/details/Fr_Benedict_Groeschel_A_Still_Small_Voice?id=IzA2DwAAQBAJ,$12.95,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780898704365,$12.95,http://www.indiebound.org/book/9780898704365?aff=rifflebooks
"A Fire Upon the Deep (Zones of Thought, #1)",9780812515282,https://dj6cnfthgyqas.cloudfront.net/0812515285-original.jpg,$43.72,https://play.google.com/store/audiobooks/details/Vernor_Vinge_A_Fire_Upon_The_Deep?id=AQAAAABdo3yjMM,$8.28,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780812515282,$9.99,http://www.indiebound.org/book/9780812515282?aff=rifflebooks
De vrucht van de schande ~ De postwissel : twee novellen,9789052263120,,,,,,,
An Adventures of Winnie Wolf,9781571450753,https://dj6cnfthgyqas.cloudfront.net/1571450750-original.jpg,$3.49,https://play.google.com/store/books/details/Danica_Winters_Mr_Serious?id=Lm2HDgAAQBAJ,$9.85,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781571450753,,
"The Snow Lion and the Dragon: China, Tibet, and the Dalai Lama",9780520219519,https://dj6cnfthgyqas.cloudfront.net/0520219511-original.jpg,$30.46,https://play.google.com/store/books/details/Melvyn_C_Goldstein_The_Snow_Lion_and_the_Dragon?id=4mksvB6beFgC,,,$26.95,http://www.indiebound.org/book/9780520219519?aff=rifflebooks
We Make the Road by Walking: Conversations on Education and Social Change,9780877227755,https://dj6cnfthgyqas.cloudfront.net/0877227756-original.jpg,,,,,$28.95,http://www.indiebound.org/book/9780877227755?aff=rifflebooks
The Opposite of Fate: Memories of a Writing Life,-1,,$17.99,https://play.google.com/store/books/details/Amy_Tan_The_Opposite_of_Fate?id=bZHt6vr2JfQC,,,,
Heartstone & Saber,9781883061005,https://dj6cnfthgyqas.cloudfront.net/1883061008-original.jpg,$11.99,https://play.google.com/store/books/details/Elle_Katharine_White_Heartstone?id=H7kIDAAAQBAJ,$8.78,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781883061005,,
Liquid Modernity,9780745624105,https://dj6cnfthgyqas.cloudfront.net/0745624103-original.jpg,$17.59,https://play.google.com/store/books/details/Zygmunt_Bauman_Liquid_Modernity?id=xZ0RAAAAQBAJ,,,$24.95,http://www.indiebound.org/book/9780745624105?aff=rifflebooks
"ÐÐ¸ÑÐ¾ ÑÑÐ¾Ð»ÑÑÑÑ: Ð¿ÑÐ¾ ÐºÐ¾Ð¼ÑÐ½ÑÐ·Ð¼, Ð½Ð°ÑÐ¸Ð·Ð¼ ÑÐ° ÑÐ½ÑÐºÐ°Ð»ÑÐ½ÑÑÑÑ Ð³Ð¾Ð»Ð¾ÐºÐ¾ÑÑÑ",-1,,,https://play.google.com,,,,
Song of the Gargoyle,9780440408987,https://dj6cnfthgyqas.cloudfront.net/0440408989-original.jpg,$6.15,https://play.google.com/store/books/details/Zilpha_Keatley_Snyder_Song_of_the_Gargoyle?id=psJNPBddMGAC,$4.50,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780440408987,,
The Conversations at Curlow Creek,9780679779056,https://dj6cnfthgyqas.cloudfront.net/0679779051-original.jpg,$9.99,https://play.google.com/store/books/details/Isabel_Mund_David_Malouf_s_Treatment_of_Spirituali?id=6XT8AAAAQBAJ,$15.00,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780679779056,$15.00,http://www.indiebound.org/book/9780679779056?aff=rifflebooks
Finbar's Hotel,9780156006330,,,,,,,
La Quarantaine,9782070402106,https://dj6cnfthgyqas.cloudfront.net/207040210X-original.jpg,Free,https://play.google.com/store/books/details/Leon_Missol_Notice_Historique_sur_L_Ancien_Hopital?id=2ybHEUei73kC,$24.00,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9782070402106,$27.95,http://www.indiebound.org/book/9782070402106?aff=rifflebooks
Steel Guitar (A Carlotta Carlyle Mystery #4),9780312932640,https://dj6cnfthgyqas.cloudfront.net/0312932642-original.jpg,$7.99,https://play.google.com/store/books/details/Linda_Barnes_The_Snake_Tattoo?id=USNwCQAAQBAJ,$6.99,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780312932640,,
"Final Appointment (Douglas Roper, #8)",9780751501643,https://dj6cnfthgyqas.cloudfront.net/0751501646-original.jpg,,,,,,
"The Reply (Area 51, #2)",9780440223788,https://dj6cnfthgyqas.cloudfront.net/0440223784-original.jpg,$8.95,https://play.google.com/store/audiobooks/details/Robert_Doherty_Area_51_The_Reply?id=AQAAAAAUlxyXGM,$7.38,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780440223788,$7.99,http://www.indiebound.org/book/9780440223788?aff=rifflebooks
"The House of Crows (The Sorrowful Mysteries of Brother Athelstan, #6)",9780747249184,https://dj6cnfthgyqas.cloudfront.net/0747249180-original.jpg,,,$8.99,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780747249184,$8.99,http://www.indiebound.org/book/9780747249184?aff=rifflebooks
"Love & Sleep (The Aegypt Cycle, #2)",9780553096422,https://dj6cnfthgyqas.cloudfront.net/0553096427-original.jpg,$16.95,https://play.google.com/store/audiobooks/details/Gary_Chapman_The_5_Love_Languages?id=AQAAAIDFa0zrmM,$21.57,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780553096422,,
Onder vrouwen,9789074622240,https://dj6cnfthgyqas.cloudfront.net/9074622240-original.jpg,Free,https://play.google.com/store/books/details/Cornelis_Loots_Aandoeningen_bij_het_ter_aarde_best?id=si4UAAAAQAAJ,,,,
"Rogue Squadron (Star Wars: X-Wing, #1)",9780553568011,https://dj6cnfthgyqas.cloudfront.net/0553568019-original.jpg,$19.95,https://play.google.com/store/audiobooks/details/Aaron_Allston_Mercy_Kill_Star_Wars_Legends_X_Wing?id=AQAAAIAp3DRcDM,$7.99,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780553568011,$7.99,http://www.indiebound.org/book/9780553568011?aff=rifflebooks
A Star Called Henry,9780099284482,https://dj6cnfthgyqas.cloudfront.net/0099284480-original.jpg,$14.99,https://play.google.com/store/books/details/Roddy_Doyle_A_Star_Called_Henry?id=X9j72UhmbdEC,$17.75,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780099284482,$17.75,http://www.indiebound.org/book/9780099284482?aff=rifflebooks
A Murmur in the Trees,9780821225004,https://dj6cnfthgyqas.cloudfront.net/0821225006-original.jpg,$4.61,https://play.google.com/store/books/details/R_Tirrell_Leonard_Jr_In_the_Murmuring_Trees?id=yej7rjobUmgC,$24.95,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780821225004,,
We Wish to Inform You That Tomorrow We Will Be Killed with Our Families,9780312243357,https://dj6cnfthgyqas.cloudfront.net/0312243359-original.jpg,$10.99,https://play.google.com/store/books/details/Philip_Gourevitch_We_Wish_to_Inform_You_That_Tomor?id=qPfU4czUQZoC,$12.36,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780312243357,$18.00,http://www.indiebound.org/book/9780312243357?aff=rifflebooks
Î Î±ÏÎ±Î³ÏÎ³Î® ÏÎ·Ï ÎÎ±ÏÎ¿ÏÎ»Î¯ÏÎ±Ï,9789603605164,,,,,,,
Edge of Glory: The Inside Story of the Quest for Figure Skating's Olympic Gold Medals,9780140280654,https://dj6cnfthgyqas.cloudfront.net/0140280650-original.jpg,,,$9.86,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780140280654,,
The Truce at Bakura,9780553568721,https://dj6cnfthgyqas.cloudfront.net/0553568728-original.jpg,$8.99,https://play.google.com/store/books/details/Kathy_Tyers_The_Truce_at_Bakura_Star_Wars_Legends?id=SpKMvkSFX5YC,$7.99,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780553568721,$7.99,http://www.indiebound.org/book/9780553568721?aff=rifflebooks
ÐÐ»Ð°Ñ ÐÑÐµÐ¼ÑÑ,"
                  966663015X",,,,,,,
Rave On: The Biography of Buddy Holly,9780684800820,https://dj6cnfthgyqas.cloudfront.net/0684800829-original.jpg,$9.99,https://play.google.com/store/books/details/Philip_Norman_Buddy?id=ikITVBaA374C,$24.00,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780684800820,,
"The Mata Hari Affair (The Young Indiana Jones Chronicles, Book 1)",9780345380098,https://dj6cnfthgyqas.cloudfront.net/0345380096-original.jpg,,,$4.99,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780345380098,,
No Ordinary Time: Franklin and Eleanor Roosevelt: The Home Front in World War II,9781616881979,https://dj6cnfthgyqas.cloudfront.net/1616881976-original.jpg,$15.99,https://play.google.com/store/books/details/Doris_Kearns_Goodwin_No_Ordinary_Time?id=wQcMDdFC1QEC,,,,
Uncharted Territory,9780553562941,https://dj6cnfthgyqas.cloudfront.net/0553562940-original.jpg,$8.99,https://play.google.com/store/books/details/Connie_Willis_Uncharted_Territory?id=3Fs5Y3OkCY4C,$7.99,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780553562941,$7.99,http://www.indiebound.org/book/9780553562941?aff=rifflebooks
Forbidden Places,9780755333202,https://dj6cnfthgyqas.cloudfront.net/0755333209-original.jpg,$10.99,https://play.google.com/store/books/details/Penny_Vincenzi_Forbidden_Places?id=Tcs5AgAAQBAJ,,,,
"Faith (Bernard Samson, #7)",9780061094194,https://dj6cnfthgyqas.cloudfront.net/0061094196-original.jpg,$26.95,https://play.google.com/store/audiobooks/details/Len_Deighton_Faith?id=AQAAAICm0FZQ4M,$6.99,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780061094194,,
Mail Order Murder (A Lucy Stone Mystery #1),9780670841110,https://dj6cnfthgyqas.cloudfront.net/0670841110-original.jpg,$4.61,https://play.google.com/store/books/details/Leslie_Meier_Mistletoe_Murder?id=MAscCTdD6NEC,$17.32,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780670841110,,
"Field of Dishonor (Honor Harrington, #4)",9780671578206,https://dj6cnfthgyqas.cloudfront.net/0671578200-original.jpg,$6.00,https://play.google.com/store/books/details/David_Weber_Field_of_Dishonor?id=n6Z0CwAAQBAJ,$4.99,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780671578206,,
"Danzig Passage (The Zion Covenant, Vol 5)",9781556610813,https://dj6cnfthgyqas.cloudfront.net/1556610815-original.jpg,,,$9.18,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781556610813,,
The Foreigner,9780822204183,https://dj6cnfthgyqas.cloudfront.net/0822204185-original.jpg,$5.99,https://play.google.com/store/books/details/Stephen_Leather_The_Foreigner_the_bestselling_thri?id=3oA5AgAAQBAJ,,,$5.25,http://www.indiebound.org/book/9780822204183?aff=rifflebooks
"Backflash (Parker, #18)",9780226770604,https://dj6cnfthgyqas.cloudfront.net/0226770605-original.jpg,,,$13.37,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780226770604,$15.00,http://www.indiebound.org/book/9780226770604?aff=rifflebooks
Rocket Boys (Coalwood #1),9780385333214,https://dj6cnfthgyqas.cloudfront.net/0385333218-original.jpg,,,$10.77,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780385333214,$17.00,http://www.indiebound.org/book/9780385333214?aff=rifflebooks
In Search of Respect: Selling Crack in El Barrio,9780521017114,https://dj6cnfthgyqas.cloudfront.net/0521017114-original.jpg,,,,,$30.99,http://www.indiebound.org/book/9780521017114?aff=rifflebooks
"By Murder's Bright Light (The Sorrowful Mysteries of Brother Athelstan, #5)",9780747244615,https://dj6cnfthgyqas.cloudfront.net/0747244618-original.jpg,,,$8.95,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780747244615,$8.95,http://www.indiebound.org/book/9780747244615?aff=rifflebooks
"Song of Redemption (Chronicles of the Kings, #2)",9780764229909,https://dj6cnfthgyqas.cloudfront.net/0764229907-original.jpg,$19.95,https://play.google.com/store/audiobooks/details/Lynn_Austin_Song_of_Redemption?id=AQAAAABbmzObeM,$12.93,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780764229909,$15.99,http://www.indiebound.org/book/9780764229909?aff=rifflebooks
De lachende Boeddha : verhalen,9789044502374,https://dj6cnfthgyqas.cloudfront.net/9044502379-original.jpg,,,,,,
