"Book Title","ISBN","Amazon URL","GoodReads Description"
"Maldoror = Les Chants de Maldoror, together with a translation of LautreÌamont's PoeÌsies","9780811200820","https://www.goodreads.com/buy_buttons/12/follow?book_id=157685&ref=x_gr_w_bb&tag=x_gr_w_bb-20","Maldoror is a long narrative prose poem which celebrates the principle of Evil in an elaborate style and with a passion akin to religions fanaticism. The French poet-critic Georges Hugnet has written of LautrÃ©amont: ""He terrifies, stupefies, strikes dumb. He could look squarely at that which others had merely given a passing glance."" When first published in 1868-69, Maldoror went almost unnoticed. But in the 1890s the book was rediscovered and hailed as a work of genius by such eminent writers as Huysmans, LÃ©on Block, Maeterlinck, and RÃ©my de Gourmont. Later still, LautrÃ©amont was to be canonized as one of their principal ""ancestors"" by the Paris surrealists. This edition, translated by Guy Wernham, includes also a long introduction to a never-written, or now lost, volume of poetry. Thus, except for a few letters, it gives all the surviving literary work of LautrÃ©amont."
"Miss Ravenel's Conversion from Secession to Loyalty","9780803266155","https://www.goodreads.com/buy_buttons/12/follow?book_id=5677794&ref=x_gr_w_bb&tag=x_gr_w_bb-20","Miss Ravenelâs Conversion is important in American literary history as the first novel to depict the Civil War with realism. Its battlefield scenes owe much to John De Forestâs own experience as a captain in that conflict. But in 1867 genteel readers were affronted by De Forestâs frank view of war and sex. Though praised by WilliamÂ Dean Howells, the novel was forgotten after De Forestâs death in 1906. It was later rediscovered by Van Wyck Brooks and other critics. Modern readers will enjoy this story of a southern woman who comes to New Boston with her father in 1861, opposes his views on secession and abolition, and is changed forever by the great war. Some critics have called the charming Lillie Ravenel the first realistic heroine in American fiction."
"The Semi-Attached Couple & The Semi-Detached House","9780385272179","https://www.goodreads.com/buy_buttons/15/follow?book_id=842799&ref=x_gr_w_bb&tag=x_gr_w_bb_ca-20","Born the daughter of Lord Auckland in 1797, Emily Eden was a witty nineteenth-century aristocrat whose two delightful novels were first presented to an admiring world one hundred and fifty years ago. These matching masterpieces satirize the social world Eden knew, loved, and laughed at. Like Jane Austen she is concerned with love and marriage, money and manners. But her voice is distinct. Eden's charm and humor - both above- and belowstairs - and her sharp social commentary make her work enduringly captivating."
"Considerations on Representative Government","9780895269423","https://www.goodreads.com/buy_buttons/15/follow?book_id=15306732&ref=x_gr_w_bb&tag=x_gr_w_bb_ca-20","1861. John Stuart Mill is one of the foremost representatives of utilitarian thought as well as one of the most influential of nineteenth century liberals. Influenced by his wife, Harriet Taylor, Mill developed a very humane version of utilitarianism that was sympathetic to women's rights, labor unions, proportional representation, and other liberal themes. Contents: To What Extent Forms of Government are a Matter of Choice; The Criterion of a Good Form of Government; That the Ideally Best Form of Government is Representative Government; Under What Social Conditions Representative Government is Inapplicable; Of the Proper Functions of Representative Bodies; Of the Infirmities and Dangers to Which Representative Government is Liable; Of True and False Democracy; Representation of All and Representation of the Majority Only; Of the Extension of the Suffrage; Should There be Two Stages of Election?; Of the Mode of Voting; Of the Duration of Parliaments; Ought Pledges to be Required from Members of Parliament?; Of a Second Chamber; Of the Executive in a Representative Government; Of Local Representative Bodies; Of Nationality, as Connected with Representative Government; Of Federal Representative Governments; and Of the Government of Dependencies by a Free State. See other works by this author available from Kessinger Publishing."
"The Trail of the Serpent","9780812966787","https://www.goodreads.com/buy_buttons/12/follow?book_id=182915&ref=x_gr_w_bb&tag=x_gr_w_bb-20","Mary Elizabeth Braddon (1837â1915), Victorian Englandâs bestselling woman writer, blends Dickensian humor with chilling suspense in this âexuberantly campyâ (Kirkus Reviews) mystery. The novel features Jabez North, a manipulative orphan who becomes a ruthless killer; Valerie de Cevennes, a stunning heiress who falls into Northâs diabolical trap; and Mr. Peters, a mute detective who communicates his brilliant reasoning through sign language. This edition includes a critical Afterword and endnotes by Victorian scholar Dr. Chris Willis."
"The Notting Hill Mystery","9780712358590","https://www.goodreads.com/buy_buttons/12/follow?book_id=13226419&ref=x_gr_w_bb&tag=x_gr_w_bb-20","Can you name the first detective novel ever published? For years, many believed it to be Wilkie Collinsâs The Moonstone, published in 1868. Others speculated it might be Ãmile Gaboriauâs first Monsieur Lecoq novel, LâAffaire Lerouge. Actually, the first modern detective novel predates both of these by several yearsâCharles Warren Adamsâs The Notting Hill Mystery, originally published as an eight-part serial in Once A Week magazine in 1862 under the pseudonym Charles Felix, then as a single-volume novel in 1863 by Bradbury & Evans, is considered to truly be the first.The Notting Hill Mystery begins in London, where the wife of the sinister Baron R__ dies after drinking from a bottle of acid, apparently while sleepwalking in her husbandâs home laboratory. It looks like an accident, until insurance investigator Ralph Henderson learns that Baron R__ took out numerous life insurance policies on his wife. As Henderson investigates the case, he discovers not one, but three murders. Presented as Hendersonâs evidential findingsâdiary entries, family letters, chemical analysis reports, interviews with witnesses, along with a crime scene mapâthe novel displays innovative techniques that would not become common features of detective fiction until the 1920s.To the delight of all fans of detective fiction, the British Library makes this landmark text available once again. This handsome new edition also includes George du Maurierâs illustrations, the first edition to do so since the original publication in serial form.Â"
"The Wyvern Mystery","9780750906876","https://www.goodreads.com/buy_buttons/12/follow?book_id=49672&ref=x_gr_w_bb&tag=x_gr_w_bb-20","The Wyvern Mystery combines all the elements of nail-biting horror, romantic fairy tale, psychological thriller and rich period drama to create a compelling story. When young Alice Maybell is orphaned she is taken in by Squire Fairfield, a widower with two dashing sons, Charles and Harry. As Alice blossoms into a beautiful young woman she attracts the attentions of not one but two of the men she lives with. The blissful happiness that ensues, however, is short-lived as she finds herself embroiled in the dark secrets of the Fairfield family's past and the evil ambitions of its present.In a world that is nightmarish and malevolent, nothing and no one is quite what they seem. What is the dark secret in Charles Fairfield's past? Who - or what - is the malignant presence that haunts Carwell Grange?"
"Howard's Book of Conundrums and Riddles","-1","https://www.goodreads.com/buy_buttons/15/follow?book_id=20512344&ref=x_gr_w_bb&tag=x_gr_w_bb_ca-20","CONUNDRUMS, INGENIOUS ENIGMAS, CLEVER CHARADES, QUEER RIDDLES, PERPLEXING PUZZLES, CURIOUS CATCHES, AND AMUSING SELLS, ORIGINAL AND NEWLY DRESSED. A LEARNED writer, when the world was "" slow,""And ponderous moral essays were "" the go,""Stung by a jesterâso the story runsâClassed picking pockets with concocting puns.A fig for Johnson, and all by-gone seersWhose "" rounded periods "" bored our grandsires' earsThese times are jollier, thank the gods! than theirs,And puns more relished than pedantic airs.Our modern scholars sometimes condescendHumor with logic in their works to blend;Our lawyers pungently each other "" chaff""Till judge and jury over-tickled, laugh ;Our politicians who for office strive,Like clowns, with jokes the canvass keep alive ;Our statesmen deal in stories quaint and queer,That tell, well told, upon the public ear,And e'en the merchant, leaning o'er his desk,Hums some light ditty from the last burlesque.In such an age, when men of every classPrefer "" ha! ha ! "" to lachrymose "" alas! ""A work like this, of gravity the foe,Will by the world be hailed as apropos.With humorous problems every page aboundsWhere double meaning lurks in single sounds And words are played on with such perfect art, That each solution makes the solver start. The "" dollar hunt,"" so strenuously pursued, Would keep us all in a most dolorous mood, But for the hours we borrow from the mart And give to Momus, tickler of the heart! The daily press, so leaden-paced of yore, Aims with broad jokes to make the millions roar The stage with equivoques convulsive rings, And comic songs the muse of opera sings. In short, to link with smiles our daily cares, And dovetail laughter with our grave affairs, Seems a main objectâneither more nor lessâ Of stage, bar, party and the public press. To give new impulse to the merry din, This merry book appropriately comes in. Conundrums rich, upon these leaves of ours, Like sunlit rain, have fallen in golden showers, With riddles, of their puzzling tribe the pinks, That take the shine out of old Egypt's Sphynx. Open, and read and solveâpray don't repress The sovereign Yankee privilege to guess, But twist the meaning out, by hook or crook. Of every pleasant mystery in our "" Book.""BOOK OF CONUNDRUMS AND RIDDLES,"
"The Whites and the Blues","9781589632523","https://www.goodreads.com/buy_buttons/15/follow?book_id=115309&ref=x_gr_w_bb&tag=x_gr_w_bb_ca-20","Dans la trilogie romanesque des Sainte-Hermine, Les Blancs et les Bleus prÃ©cÃ¨de, selon la stricte chronologie historique, Les Compagnons de JÃ©hu et Le Chevalier de Sainte-Hermine â le grand roman de Dumas perdu et retrouvÃ© en 2005â¦ cent trente-six ans aprÃ¨s sa premiÃ¨re parution en feuilleton dans la presse. (Il est vrai que Dumas, fin raconteur, sâest arrangÃ© pour quâon puisse lire les trois rÃ©cits, indiffÃ©remment, dans lâordre ou dans le dÃ©sordre.) Suivant cette fois la grande histoire pas Ã  pas, le romancier nous fait vivre, de la fin de 1793 Ã  lâÃ©tÃ© de 1799, sur fond de rivalitÃ© sanglante entre royalistes (les Blancs) et rÃ©publicains (les Bleus), lâirrÃ©sistible ascension dâun jeune officier corse qui tour Ã  tour sâillustre au siÃ¨ge de Toulon ; puis se laisse oublier jusquâÃ  douter de sa fortune, avant que la Convention thermidorienne ne le charge de mater les royalistes de retour en force Ã  Paris (13 vendÃ©miaire 95) ; puis sauve la RÃ©publique en dÃ©pÃªchant dâItalie le fidÃ¨le Augereau auprÃ¨s dâun Directoire chancelant, dÃ©jÃ  tout prÃ¨s de rendre les clÃ©s aux Bourbons ; puis part pour lâÃgypte et sâen revient sans trop tarder pour passer aux choses sÃ©rieusesâ¦"
"The Book of Were-Wolves by Sabine Baring-Gould, Fiction, Horror","9781587156106","https://www.goodreads.com/buy_buttons/12/follow?book_id=2422823&ref=x_gr_w_bb&tag=x_gr_w_bb-20","The author (Sabine Baring-Gould, a parson of the Church of England, an archaeologist, a historian, and a prolific author best known for writing the hymn ""Onward Christian Soldiers"") takes a typically nineteenth century approach to the mythology, methodical, rational, and almost mechanistic. He details the legend in many permutations as it exists in a diversity of cultures and includes sensational chapters with case studies of cannibals, grave desecrators, and blood fetishists, which have a connection to lycanthropy. Also included is an extended treatment of the case of Giles de Rais, the notorious confederate of Joan of Arc who was convicted and executed for necrosadistic crimes."
"Pope Joan: Translated & Adapted from the Greek","9780720610659","https://www.goodreads.com/buy_buttons/12/follow?book_id=27253&ref=x_gr_w_bb&tag=x_gr_w_bb-20","In this brilliant adaptation of a novel by the 19th century Greek author Emmanuel Royidis, Lawrence Durrell traces the remarkable history of a young woman who travelled across Europe in the ninth century disguised as a monk, acquired great learning, and ruled over Christendom for two years as Pope John VIII before her sudden and surprising death. When Papissa Joanna was first published in Athens in 1886 it created a sensation. The book was banned and its author excommunicated. It nevertheless brought him immediate fame and the work established itself securely in the history of modern Greek literature. Subsequently Durrell, one of the most important British writers of the 20th century, created a masterpiece in its own rightâa dazzling concoction presented with the deftest touch."
"Charles le TÃ©mÃ©raire: Tome 2","9781421226514","https://www.goodreads.com/buy_buttons/12/follow?book_id=1061468&ref=x_gr_w_bb&tag=x_gr_w_bb-20","This Elibron Classics book is a facsimile reprint of a 1857 edition by Meline, Cans et Compagnie, Bruxelles."
"The Story of a Bad Boy","-1","https://www.goodreads.com/buy_buttons/12/follow?book_id=12013293&ref=x_gr_w_bb&tag=x_gr_w_bb-20","In a time when children's books were populated with well-behaved little gentlemen, Thomas Bailey Aldrich dared to present an alternative point of view - childhood as he remembered it. Tom Bailey is no angel. At times a bully, a vandal, and a troublemaker, he has a healthy zest for life and a perhaps over-developed love of mischief. The book follows Tom as he engages in a series of adventures which take him from his New Hampshire hometown to New Orleans and beyond. A fictionalized account of the author's own childhood, The Story of a Bad Boy was controversial when it first appeared in 1869, but is now hailed as the precursor to other 'bad boy' stories such as Tom Sawyer and Huckleberry Finn. It stands in its own right as a hugely enjoyable tale."
"The Gorilla Hunters: A Tale of the Wilds of Africa","9781934554029","https://www.goodreads.com/buy_buttons/12/follow?book_id=2573698&ref=x_gr_w_bb&tag=x_gr_w_bb-20","In this exciting sequel to The Coral Island, R.M. Ballantyne continues the story of Ralph Rover, Jack Martin, and Peterkin Gay who, after their return to England for rest after their South Seas adventures, are now intent on joining the great hunters in Africa for a journey into the anterior of the Dark Continent.In the course of their safari adventures, they fight with savages, hunt elephants and gorillas, and visit native tribes. Peterkin gets thrown by a wild African buffalo, and Ralph is âhuggedâ by a gorilla. Upon their return to England, a newfound tribal warrior, King Jambai, sends back their numerous boxes of hunting trophies. Find out how their excursion concludes, and if they all survive the African journey!"
"Curious Myths of the Middle Ages: The Sangreal, Pope Joan, The Wandering Jew, and Others","9780486439938","https://www.goodreads.com/buy_buttons/12/follow?book_id=657815&ref=x_gr_w_bb&tag=x_gr_w_bb-20","One of the most brilliant, eclectic thinkers in Victorian England, the Reverend Sabine Baring-Gould (1834â1924) was intrigued by the grotesque and often savage history of the Middle Ages. The noted author and folkloristâs fascination with the period resulted in this absorbing compilation of vintage tales surrounding such figures as William Tell and the Man in the Moon. Twenty-four legendary figures â among others, Saint Patrick, the Pied Piper, knights of the Holy Grail, and St. George â are rejuvenated in this collection for a new audience. In addition to outlines of the myths, the author provides an objective analysis of their origins, relevance, and the extent of their basis in fact. Fascinating sources include Christian adaptations of prehistoric legends, misinterpretations of actual events, and outright fabrications. Accompanying illustrations provide a visual appreciation for these timeless classics. A marvelous introduction to age-old stories, this oft-cited work will be of value and interest to students, scholars, and other readers."
"Torture","9780812210620","https://www.goodreads.com/buy_buttons/15/follow?book_id=91793&ref=x_gr_w_bb&tag=x_gr_w_bb_ca-20",""
"On the Study of Celtic Literature","9781595477354","https://www.goodreads.com/buy_buttons/12/follow?book_id=7017034&ref=x_gr_w_bb&tag=x_gr_w_bb-20","The following remarks on the study of Celtic Literature formed the substance of four lectures given by me in the chair of poetry at Oxford. They were first published in the Cornhill Magazine, and are now reprinted from thence. Again and again, in the course of them, I have marked the very humble scope intended; which is, not to treat any special branch of scientific Celtic studies (a task for which I am quite incompetent), but to point out the many directions in which the results of those studies offer matter of general interest, and to insist on the benefit we may all derive from knowing the Celt and things Celtic more thoroughly. It was impossible, however, to avoid touching on certain points of ethnology and philology, which can be securely handled only by those who have made these sciences the object of special study. Here the mere literary critic must owe his whole safety to his tact in choosing authorities to follow, and whatever he advances must be understood as advanced with a sense of the insecurity which, after all, attaches to such a mode of proceeding, and as put forward provisionally, by way of hypothesis rather than of confident assertion."
"Life Without Principle","9781432595180","https://www.goodreads.com/buy_buttons/12/follow?book_id=2260975&ref=x_gr_w_bb&tag=x_gr_w_bb-20","Kessinger Publishing is the place to find hundreds of thousands of rare and hard-to-find books with something of interest for everyone"
"Ye Book of Copperheads","-1","https://www.goodreads.com/buy_buttons/15/follow?book_id=25814735&ref=x_gr_w_bb&tag=x_gr_w_bb_ca-20",""
"The Evolution of Woman","-1","https://www.goodreads.com/buy_buttons/12/follow?book_id=25821212&ref=x_gr_w_bb&tag=x_gr_w_bb-20",""
"Cape Cod","9781420927122","https://www.goodreads.com/buy_buttons/12/follow?book_id=64897&ref=x_gr_w_bb&tag=x_gr_w_bb-20","Based on several trips to the Cape and originally published as a series of articles, Henry David Thoreau's Cape Cod is a remarkable work that depicts the natural beauty of Cape Cod and the nature that surrounds it. Thoreau, a consummate lover of the outdoors and nature is right at home in the Cape and he details his excitement of the area with naturalist portraits of the indigenous species and animals. Any lover of nature or of Cape Cod in general will delight in this captivating depiction of the area in the early to mid 1800s."
"A Plea For Captain John Brown","9781419102691","https://www.goodreads.com/buy_buttons/15/follow?book_id=1514224&ref=x_gr_w_bb&tag=x_gr_w_bb_ca-20","He was one of that class of whom we hear a great deal, but, for the most part, see nothing at all- the Puritans. It would be in vain to kill him. He died lately in the time of Cromwell, but he reappeared here. Why should he not? Some of the Puritan stock are said to have come over and settled in New England. They were a class that did something else than celebrate their forefathers' day, and eat parched corn in remembrance of that time."
"The Conduct of Life","9780548123478","https://www.goodreads.com/buy_buttons/15/follow?book_id=7406109&ref=x_gr_w_bb&tag=x_gr_w_bb_ca-20","This collection of essays was published originally in 1860, just before the American Civil War. In it, philosopher Ralph Waldo Emerson turns toward pragmatism and focuses on the practical application of ethics in everyday life. Students of philosophy and literature will enjoy these thoughtful writings from one of America's most celebrated authors. Topics include. . Culture . Fate . Beauty . Worship American poet and philosopher RALPH WALDO EMERSON (1803-1882), the ""Sage of Concord,"" was a driving force behind the Transcendental Movement of the early 18th century and remains a major figure in American literature. His works include Representative Men (1850), Society and Solitude (1870), and Parnassus (1875)."
"Recollections of the Lakes and the Lake Poets","9780140430561","https://www.goodreads.com/buy_buttons/12/follow?book_id=820486&ref=x_gr_w_bb&tag=x_gr_w_bb-20","This book is only part of De Quincey's prolific writings, which taken together form his autobiography. The frankness with which he wrote about Wordsworth, Southey, Coleridge and their lives at Grasmere provoked a storm on publication."
"A Tale of Two Cities","9780141439600","https://www.goodreads.com/buy_buttons/12/follow?book_id=1953&ref=x_gr_w_bb&tag=x_gr_w_bb-20","
  'Liberty, equality, fraternity, or death; -- the last, much the easiest to bestow, O Guillotine!'
After eighteen years as a political prisoner in the Bastille, the ageing Doctor Manette is finally released and reunited with his daughter in England. There the lives of two very different men, Charles Darnay, an exiled French aristocrat, and Sydney Carton, a disreputable but brilliant English lawyer, become enmeshed through their love for Lucie Manette. From the tranquil roads of London, they are drawn against their will to the vengeful, bloodstained streets of Paris at the height of the Reign of Terror, and they soon fall under the lethal shadow of La Guillotine.This edition uses the text as it appeared in its serial publication in 1859 to convey the full scope of Dickens's vision, and includes the original illustrations by H. K. Browne ('Phiz'). Richard Maxwell's introduction discusses the intricate interweaving of epic drama with personal tragedy.--back cover"
"The Scarlet Letter","9780142437261","https://www.goodreads.com/buy_buttons/12/follow?book_id=12296&ref=x_gr_w_bb&tag=x_gr_w_bb-20","Delve into The Scarlet Letter, Nathaniel Hawthorne's meditation on human alienation and its effect on the soul in this story set in seventeenth-century Massachusetts and be dazzled by literature. In Nathaniel Hawthorne's dark novel, The Scarlet Letter, a single sinful act ruins the lives of three people. None more so than Hester Prynne, a young, beautiful, and dignified woman, who conceived a child out of wedlock and receives the public punishment of having to always wear a scarlet ""A"" on her clothing. She refuses to reveal the father of her child, which could lighten her sentence. Her husband, the aptly-named Roger Chillingworth, who Hester thought had died in a shipwreck but was actually being held captive by Native Americans, arrives at the exact moment of her deepest public shaming and vows to get revenge. Her lover, Arthur Dimmesdale, remains safely unidentified, but is wracked with guilt. Though originally published in 1850, the story is set in seventeenth-century Massachusetts among Hawthorne's Puritan ancestors. In The Scarlet Letter, he created a story that highlighted both their weaknesses and their strengths. His knowledge of their beliefs and his admiration for their way of life was balanced by his concerns about their rigid and oppressive rules.Complete and unabridged, this elegantly designed, clothbound edition features an elastic closure and a new introduction by Mike Lee Davis."
"Moby-Dick or, The Whale","9780142437247","https://www.goodreads.com/buy_buttons/12/follow?book_id=153747&ref=x_gr_w_bb&tag=x_gr_w_bb-20","""It is the horrible texture of a fabric that should be woven of ships' cables and hawsers. A Polar wind blows through it, and birds of prey hover over it."" So Melville wrote of his masterpiece, one of the greatest works of imagination in literary history. In part, Moby-Dick is the story of an eerily compelling madman pursuing an unholy war against a creature as vast and dangerous and unknowable as the sea itself. But more than just a novel of adventure, more than an encyclopaedia of whaling lore and legend, the book can be seen as part of its author's lifelong meditation on America. Written with wonderfully redemptive humour, Moby-Dick is also a profound inquiry into character, faith, and the nature of perception."
"Madame Bovary","9780192840394","https://www.goodreads.com/buy_buttons/12/follow?book_id=2175&ref=x_gr_w_bb&tag=x_gr_w_bb-20","Madame Bovary is the debut novel of French writer Gustave Flaubert, published in 1856. The character lives beyond her means in order to escape the banalities and emptiness of provincial life.When the novel was first serialized in La Revue de Paris between 1 October 1856 and 15 December 1856, public prosecutors attacked the novel for obscenity. The resulting trial in January 1857 made the story notorious. After Flaubert's acquittal on 7 February 1857, Madame Bovary became a bestseller in April 1857 when it was published in two volumes. A seminal work of literary realism, the novel is now considered Flaubert's masterpiece, and one of the most influential literary works in history."
"North and South","9780140620191","https://www.goodreads.com/buy_buttons/12/follow?book_id=156538&ref=x_gr_w_bb&tag=x_gr_w_bb-20","When her father leaves the Church in a crisis of conscience, Margaret Hale is uprooted from her comfortable home in Hampshire to move with her family to the north of England. Initially repulsed by the ugliness of her new surroundings in the industrial town of Milton, Margaret becomes aware of the poverty and suffering of the local mill workers and develops a passionate sense of social justice. This is intensified by her tempestuous relationship with the mill-owner and self-made man, John Thornton, as their fierce opposition over his treatment of his employees masks a deeper attraction.In North and South, Elizabeth Gaskell skillfully fuses individual feeling with social concern, and in Margaret Hale creates one of the most original heroines of Victorian literature."
"Uncle Tom's Cabin","9781840224023","https://www.goodreads.com/buy_buttons/12/follow?book_id=46787&ref=x_gr_w_bb&tag=x_gr_w_bb-20","The narrative drive of Stowe's classic novel is often overlooked in the heat of the controversies surrounding its anti-slavery sentiments. In fact, it is a compelling adventure story with richly drawn characters and has earned a place in both literary and American history. Stowe's puritanical religious beliefs show up in the novel's final, overarching themeâthe exploration of the nature of Christianity and how Christian theology is fundamentally incompatible with slavery."
"David Copperfield","9780140439441","https://www.goodreads.com/buy_buttons/12/follow?book_id=58696&ref=x_gr_w_bb&tag=x_gr_w_bb-20","See alternate cover edition hereDavid Copperfield is the story of a young manâs adventures on his journey from an unhappy & impoverished childhood to the discovery of his vocation as a successful novelist. Among the gloriously vivid cast of characters he encounters are his tyrannical stepfather, Mr Murdstone; his formidable aunt, Betsey Trotwood; the eternally humble yet treacherous Uriah Heep; frivolous, enchanting Dora; & the magnificently impecunious Micawber, one of literatureâs great comic creations. In David Copperfieldâthe novel he described as his âfavorite childââDickens drew revealingly on his own experiences to create one of his most exuberant & enduringly popular works, filled with tragedy & comedy in equal measure. Originally published as a monthly serial, from 4/1849 to 11/1850."
"Bleak House","9780143037613","https://www.goodreads.com/buy_buttons/12/follow?book_id=31242&ref=x_gr_w_bb&tag=x_gr_w_bb-20","Bleak House is a novel by Charles Dickens, published in 20 monthly installments between March 1852 and September 1853. It is held to be one of Dickens's finest novels, containing one of the most vast, complex and engaging arrays of minor characters and sub-plots in his entire canon.At the novel's core is long-running litigation in England's Court of Chancery, Jarndyce v Jarndyce, which has far-reaching consequences for all involved. The litigation, which already has taken many years and consumed between Â£60,000 and Â£70,000 in court costs, is emblematic of the failure of Chancery.Though Chancery lawyers and judges criticised Dickens's portrait of Chancery as exaggerated and unmerited, his novel helped to spur an ongoing movement that culminated in the enactment of legal reform in the 1870s."
"Walden","9780691096124","https://www.goodreads.com/buy_buttons/14/follow?book_id=16902&ref=x_gr_w_bb&tag=x_gr_w_bb-20","By virtue of its casual, off-handedly brilliant wisdom and the easy splendor of its nature writing, Thoreau's account of his two year adventure in self-reliance amidst woodland in a cabin he built near Walden Pond near Concord, Massachusetts is one of the signposts by which the modern mind has located itself in an increasingly bewildering world.The work is part personal declaration of independence, social experiment, voyage of spiritual discovery, and manual for self reliance.Thoreau hoped to isolate himself from society to gain a more objective understanding of it. Simple living and self-sufficiency were Thoreau's other goals, and the whole project was inspired by transcendentalist philosophy, a central theme of the American Romantic Period."
"Leaves of Grass","9781416523710","https://www.goodreads.com/buy_buttons/12/follow?book_id=27494&ref=x_gr_w_bb&tag=x_gr_w_bb-20","Ralph Waldo Emerson issued a call for a great poet to capture and immortalize the unique American experience. In 1855, an answer came with Leaves of Grass. Â  Today, this masterful collection remains not only a seminal event in American literature but also the incomparable achievement of one of Americaâs greatest poetsâan exuberant, passionate man who loved his country and wrote of it as no other has ever done. Walt WhitmanÂ was a singer, thinker, visionary, and citizen extraordinaire. Thoreau called Whitman âprobably the greatest democrat that ever lived,â and Emerson judged Leaves of Grass as âthe most extraordinary piece of wit and wisdom America has yet contributed.â Â  The text presented here is that of the âDeathbedâ or ninth edition of Leaves of Grass, published in 1892. The content and grouping of poems is the version authorized by Whitman himself for the final and complete edition of his masterpiece. Â  With a foreword by Billy Collins, an afterword by Peter Davison, and a new introduction byÂ Elisabeth Panttaja Brink Â"
"Cranford","9780141439884","https://www.goodreads.com/buy_buttons/15/follow?book_id=182381&ref=x_gr_w_bb&tag=x_gr_w_bb_ca-20","'It is very pleasant dining with a bachelor...I only hope it is not improper; so many pleasant things are!'A portrait of the residents of an English country town in the mid nineteenth century, Cranford relates the adventures of Miss Matty and Miss Deborah, two middle-aged spinster sisters striving to live with dignity in reduced circumstances. Through a series of vignettes, Elizabeth Gaskell portrays a community governed by old-fashioned habits and dominated by friendships between women. Her wry account of rural life is undercut, however, by tragedy in its depiction of such troubling events as Matty's bankruptcy, the violent death of Captain Brown or the unwitting cruelty of Peter Jenkyns. Written with acute observation, Cranford is by turns affectionate, moving and darkly satirical.In her introduction, Patricia Ingham discusses Cranford in relation to Gaskell's own past and as a work of irony in the manner of Jane Austen. She also considers the implications of the novel in terms of class and empire. This edition also includes further reading, notes, and an appendix on the significance of 'Fashion at Cranford'."
"The Origin of Species/The Voyage of the Beagle","9781400041275","https://www.goodreads.com/buy_buttons/12/follow?book_id=34002&ref=x_gr_w_bb&tag=x_gr_w_bb-20","Easily the most influential book published in the nineteenth century, Darwinâs The Origin of Species is also that most unusual phenomenon, an altogether readable discussion of a scientific subject. On its appearance in 1859 it was immediately recognized by enthusiasts and detractors alike as a work of the greatest importance: its revolutionary theory of evolution by means of natural selection provoked a furious reaction that continues to this day.The Origin of Species is here published together with Darwinâs earlier Voyage of the âBeagle.â This 1839 account of the journeys to South America and the Pacific islands that first put Darwin on the track of his remarkable theories derives an added charm from his vivid description of his travels in exotic places and his eye for the piquant detail.(Book Jacket Status: Jacketed)Â"
"Les Fleurs du Mal","9780879234621","https://www.goodreads.com/buy_buttons/12/follow?book_id=203220&ref=x_gr_w_bb&tag=x_gr_w_bb-20","Presents the first American translation of the complete text of Baudelaire's 1857 masterwork and includes the complete original French texts for easy comparison."
"Bartleby the Scrivener","9780974607801","https://www.goodreads.com/buy_buttons/12/follow?book_id=114230&ref=x_gr_w_bb&tag=x_gr_w_bb-20","Academics hail it as the beginning of modernism, but to readers around the worldâeven those daunted by Moby-DickâBartleby the Scrivener is simply one of the most absorbing and moving novellas ever. Set in the mid-19th century on New York Cityâs Wall Street, it was also, perhaps, Herman Melville's most prescient story: what if a young man caught up in the rat race of commerce finally just said, ""I would prefer not to""?The tale is one of the final works of fiction published by Melville before, slipping into despair over the continuing critical dismissal of his work after Moby-Dick, he abandoned publishing fiction. The work is presented here exactly as it was originally published in Putnam's magazineâto, sadly, critical disdain."
"Villette","9780375758508","https://www.goodreads.com/buy_buttons/12/follow?book_id=31173&ref=x_gr_w_bb&tag=x_gr_w_bb-20","With her final novel, Villette, Charlotte BrontÃ« reached the height of her artistic power. First published in 1853, Villette is BrontÃ«'s most accomplished and deeply felt work, eclipsing even Jane Eyre in critical acclaim. Her narrator, the autobiographical Lucy Snowe, flees England and a tragic past to become an instructor in a French boarding school in the town of Villette. There, she unexpectedly her feelings of love and longing as she witnesses the fitful romance between Dr. John, a handsome young Englishman, and Gineva Fanshawe, a beautiful coquette. The first pain brings others, and with them comes the heartache Lucy has tried so long to escape. Yet in spite of adversity and disappointment, Lucy Snowe survives to recount the unstinting vision of a turbulent life's journey - a journey that is one of the most insightful fictional studies of a woman's consciousness in English literature."
